id_tweet,text,task1,anio
5081,"(2) Que había quemados, claro. También ahora. Pero, se estaba libre de este neopuritanismo en el cual hemos sumido nuestra libertad. De arriba para abajo los de DDHH vigilando, velando por esta puritana sociedad que, mojigata, se estremece al sonido de un pobre cohetillo.",non-sexist,2021
5082,Muy atractiva imagen.,non-sexist,2021
5083,Yo en 3° de la ESO hice una polla y un coño con plastilina y a día de hoy sigo orgulloso de mi trabajo. No me compares unas casas con semejante obra de arte,non-sexist,2021
5084,nadie podía esperarse la cantidad de notallmen en las respuestas... Felicidades por el artículo,non-sexist,2021
5085,"Por que asesinar a un ser que no pidió ser engendrado lo más lógico que se operen mujeres y hombres,cual es el afán de hacer algo así ?",non-sexist,2021
5086,"A ver, explico: Nuestro ejército no es tan ejército es como cuando mi prima no estaba tan embarazada, sólo iba a tener un bebé.",non-sexist,2021
5087,"Igual ese no era el punto, sino que la mayoria de las mujeres trabajan porque no les queda otra o simplemente porque quieren y que por eso tambien aportan economicamente a la crianza",non-sexist,2021
5088,"He recorrido un largo camino para llegar a donde me encuentro hoy. No he caminado solo, todo ha sido trabajo y aprendizaje de gente de nuestro partido. Morena cree en mi como yo creo en los jóvenes, mujeres y hombres de nuestro estado. ¡Veracruz somos todas y todos!",non-sexist,2021
5089,"Culo la persona que vaya a editar esta foto y le ponga unos co dones, por favor no lo vayan a hacer, somos gente civilizada por favor...",non-sexist,2021
5090,"LaHoraDeLa1 Me parece muy bien q hoy rellenes espacio con esta desgracia, (mejor dicho aprobechais )Ayer murió un hombre en la calle ,no tenía vivienda, como no era tan expectacular como lo de hoy, pocos tertulianos lo mencionaron,¡era 1 solo!",non-sexist,2021
5091,JAJAJAJAJAJAJAJAJAJJAA FULL CULO PATIN,non-sexist,2021
5092,"Ah sí??? Ósea un grupo de hombres y mujeres con piedras iban a asesinar a personal, con chaleco, casco, escudo pistola lacrimógena y pistola de balines?? De veras! Vaya, qué tal ponderación del peligro de muerte que tienes, cuidado que con esa perspectiva, puede morir tuiteando",non-sexist,2021
5093,Y que eres más de sodomizar al LoL.,non-sexist,2021
5094,Que lleves 12 años haciendo mal las cosas no significa que te de derecho a no tener la sanción correspondiente. Está prohibido aparcar así y han estado mucho tiempo haciendo la vista gorda.,non-sexist,2021
5095,Sin comentarios....familia lamanada,non-sexist,2021
5096,"una alumna de mí mamá le agradeció por el classroom las clases y después le puso ""un saludo a su perra"" espero que haya promocionado la materia",non-sexist,2021
5097,"Qué puto asco dan algunos hombres, nos siguen viendo como animales a cazar. Y luego que por qué tenemos miedo a todos y que si notallmen",non-sexist,2021
5098,Isma en el Assetto: Tus muertos puto Jorge mira por donde vas que me has roto el alerón trozo pollaGuiri random de la carrera: Well i gotta ger some sleep gn!,non-sexist,2021
5099,"7- naciones del mundo, ha interferido en asuntos internos de nuestro país esgrimiendo hipócritamente el argumento de la violación de los derechos (…) Negamos sinceridad y autoridad moral al imperialismo yanqui para defender los derechos humanos más allá de su frontera”.",non-sexist,2021
5100,Ya murió otra escoria...recordá que todos esos mierdas son dinosaurios y ya les va tocando la hora.,non-sexist,2021
5101,"todas nos unamos por el bien de las más vulnerables. En Argentina las únicas muertas deberán ser la culpa y la vergüenza. Respeto las opiniones opuestas, pero hay una emergencia que predomina. No más mujeres muertas en este contexto.",non-sexist,2021
5102,"Me dijeron que enamorarse la Soledad es peligroso, es la primera vez que no me mienten.Es atractiva, adictiva, y hasta narcisista.",non-sexist,2021
5103,Los fascistas se ríen...pero conociendo de varios casos que fueron demostrados...YoSiTeCreo,non-sexist,2021
5104,"Como que no adivine, IGUAL SERE TÍA DE UNA NIÑA",non-sexist,2021
5105,ha sido todo lo contrario a victimismo pero si tu comprensión lectora te traiciona ahí ya no puedo hacer nada.,non-sexist,2021
5106,"1Dic Diáspora: El cierre de fronteras no ha impedido que los venezolanos huyan ante el colapso de servicios, hambruna y la violación masiva de DDHH de Maduro. Cada vez son más quienes cruzan por trochas o toman un peñero para salir del país",non-sexist,2021
5107,"Noooo, no me gusta shippear en si.... Cuando era más chica (15 o 17 años) si lo hacía pero comprendí que puede ser extremadamente incómodo y molesto para esas personas así que deje de hacerlo.",non-sexist,2021
5108,"Poco a poco Totò, no es para nada fácil. Yo perdí a mi padre hace 8 años y he aprendido a vivir sin él, sin embargo, no hay un día q no lo piense, ese es un amor eterno.Deja atrás los errores Apa xq nadie es perfecto, valora su legado y su obra, uds hombres y mujeres de bien",non-sexist,2021
5109,mi polla en moño,non-sexist,2021
5110,Pero que arrastrada le dio la defenza de Arriaza Chicas a esa comisión en asamblea...,non-sexist,2021
5111,"¿Dónde está el error en defender la Constitución y la igualdad entre los ciudadanos, HDLGP?",non-sexist,2021
5112,Eso es ser persona con alma. Bendición para esa chica y nuestra patria . Somos más,non-sexist,2021
5113,¡Otra saga por arruinar!mgtow,non-sexist,2021
5114,"— ¡Morgan era un rebelde! Reconocería el material de sus armas a mil leguas —los murmullos entre los integrantes de la reunión comenzaron, pero ninguno ponía en duda las palabras de la mujer. — ¿Por qué si no estaría en este barco? Alguien le debe haber chivado el +",non-sexist,2021
5115,O FINAL KKKKKKKKKK SAPO HIJO DE PUTA,non-sexist,2021
5116,Le estoy dando el reconocimiento que merece a 'tis the damn season porque aquí si hay taste.,non-sexist,2021
5117,A ver señorita singridbazan usted que tanto habla de política una pregunta porque entonces busca postular al congreso y como es la manera que según usted pretende acabar con esta problemática social cuales son sus propuestas hablé y no critique no sea una más,non-sexist,2021
5118,Cerca de mil 200 personas han sido capacitadas por el personal del en la aplicación del Modelo de Protocolo para Prevenir y Atender el Hostigamiento y Acoso Sexual en diferentes ámbitos...,non-sexist,2021
5119,Se hará pública la identidad de los jueces y se expondrá su historial de veredictos? Aquí lamanada son los que han dictado la pena.,non-sexist,2021
5121,"Es lo que vivimos las mujeres desde que somos niñas. Y se nos enseña a sentir culpa, vergüenza y guardar silencio. Todas las mujeres tenemos más de una historia de este tipo como mínimo. Y muchas experiencias peores desde en la infancia.",non-sexist,2021
5122,"limpiaban las mujeres a las que hoy se les ""obsequia"" con una limosna de pensión, por no haber cotizado en su día.",non-sexist,2021
5123,Chico MGTOW ser vdd?,non-sexist,2021
5124,Tomada 4Dic una vista muy atractiva de ElAvilaCaracas Venezuela Credito Regulo Bueno (Samsung J6),non-sexist,2021
5125,La verdad es que me he partido la polla mientras se le caía la cara de vergüenza porque los otros dos compañeros están durmiendo lmao,non-sexist,2021
5126,"“En política, querido mío, y vos lo sabéis tan bien como yo, no hay hombres, sino ideas; no sentimientos, sino intereses; en política no se mata a un hombre, sino se allana un obstáculo.”— El conde de Montecristo por Alexandre Dumas",non-sexist,2021
5127,"Es que tócate la real polla a dos manos.Que consultar a biólogos sobre animales es falacia de autoridad.No, si te parece para saber sobre animales le pregunto a mi tío Paco el licenciado en historia del arte, o a mi médico.",non-sexist,2021
5128,"La piña para esta niña es una de sus frutas FAVORITAS, para el desayuno, como postre o como colación es la opción perfecta , ya que además de deliciosa tiene muchísimas propiedades que ayudan a nuestro organismo. .Conoce todas las propiedades de la piña.",non-sexist,2021
5129,"Al menos high school musical no es como camp rock, camp rock no tienen ningún buen personaje. Mitchie era la peor escoria, Shane era un sorete maltratador y los otros eran todos bosta irrelevante.",non-sexist,2021
5130,"¡Nunca! Cuando digo nunca, es ¡NUNCA!A un atolizado que justifica la ineptitud del gobierno ante tanta muerte, jamás le entran razones porque es una escoria servil a sus intereses simplemente. Afectuoso saludos.",non-sexist,2021
5131,"Juan Vicente Aliaga. Orden fálico: androcentrismo y violencia de género en las prácticas artísticas del siglo XX. Tres Cantos: Akal, 2007. 334 p. Arte contemporáneo, 23. ISBN 978-84-460-2279-4.Un volumen en rústica en buen estado.",non-sexist,2021
5132,TengoAlgoQueDecirte Vecinos de Puente Piedra aseguran que no es la primera vez que este hombre protagoniza este tipo de actos violentos,non-sexist,2021
5133,ahh si representar la cultura indígena mexicana por una mujer mexicana es apropiar como no pude verlo antes!! gracias gringo blanco primermundista por abrirme los ojos,non-sexist,2021
5134,yo mas gorda,non-sexist,2021
5135,"Guadalajara es una ciudad atractiva para inversionistas extranjeros que necesitan exportar a Estados Unidos, si quieres saber por qué visita: Desarrollo industrial y logístico de REBSummit Guadalajara.",non-sexist,2021
5136,"seo soojin es de las mujeres más hermosas y talentosas de esta generación Y NADIE me lo puede negar. Gidle es uno de los grupos más completos que hay hoy en día y no entiendo porque no tienen más reconocimiento. En fin, orgullosa de llevar a soojin.",non-sexist,2021
5137,"Jajajaja probablemente tu lo denomines así, en mi caso no puedo juzgar la vida de otros ya que ni los conozco, pero la gran mayoría de la sociedad siguen con la mente bien estrecha.",non-sexist,2021
5138,"Alfinal no se puede obligar a nadie que te quiera. Y solo por que se refiere a sí mismo como ""un buen tio"" da a entender que es partidazo, como si respetar a las mujeres no fuera una cosa basica en los valores humanos. Pero ese ya es otro melón que prefiero no abrir jaja",non-sexist,2021
5139,no os importa pero tras el chasco de anoche con fish tank hoy voy a verme las señoritas de rochefort de jacques demy. con un poco de miedo porqué no soy la mayor fan de los musicales,non-sexist,2021
5140,"Le tengo muchas ganas a La mujer rebelde, gracias por recordármelo :)",non-sexist,2021
5141,"Ah bueno sos así, tan muy buena persona tan especial y se nota una gran mujer y amiga. Lo que opinan mal de uno es envidia.",non-sexist,2021
5142,¡Gracias por siempre alegrarnos los días con tus ocurrencias! Hasta se burla de los momentos duros que ha vivido,non-sexist,2021
5143,a la tierra de Laura Monos (2019) Director: Alejandro LandesAdventure Drama Action Colombia SouthAmerica Saturday movies MonosFilm MonosLaPelícula LaManada TodosSomosMONOS MONOS,non-sexist,2021
5144,Yo:abro una bolsa de comidaMi perra que no me hacia ni caso:,non-sexist,2021
5145,Sos valiente por contarlo!! Fuerzas te mando un abrazo y yo te creo. NiUnaMas MeToo,non-sexist,2021
5146,"Hasta los cojones de NEGROS tan pedantes como arrogantes, con el victimismo de siempre",non-sexist,2021
5147,"La mujer está empoderada con la pelota, ponen el ejemplo en una ciudad líder en el país.Ya ganó Tigres Femenil y Rayadas va pisando fuerte.",non-sexist,2021
5148,"La pena contenida y la alegría reprimida. La pena de tantas lágrimas de marzo. Y la alegría de lo único que le queda al pueblo, Barcelona.",non-sexist,2021
5149,Lo hermoso que es compartir cosas con mi chica ❤,non-sexist,2021
5151,"️La concejala de Frente de Todos Marita Velázquez, que fue designada coordinadora de las dos sedes del Consejo de Art de Políticas de Género y Diversidad Sexual en la Región 3 y destacó la importancia de que se implementen medidas de protección a la mujer.",non-sexist,2021
5152,"Si yo llego a canar así de hermoso me dejo el cabello gris, AMO el estilo de las mujeres mayores con el cabello plateado.La mayoría son elegantísimas",non-sexist,2021
5153,— invitas a comer a un buen lugar a este hombre y luego te dice algo así.... DONDE ESTÁ SAKURA CUANDO SE LE NECESITA!?,non-sexist,2021
5154,"Mentira cara de nalgas, el cyberpunk esta 10 puntos me voy a jugá mientras hago pesas para no sentirme tan escoria, nos vimos",non-sexist,2021
5155,Jaja jaja ...bien x Fernanda....y luego dicen que no hay agresión a las mujeres....jaja jaja,non-sexist,2021
5156,"Que saca con charlas cuando sabemos que estos son desobedientes sin disciplinas no les importa las consecuencias por lo mismo , esto debería ser la mamá quien la lleve a la chica o chico adolescente al pediatra para que le de anticonceptivos +comdones .",non-sexist,2021
5157,"y tienes que ir directo a la cuenta de tus seguidos porque si de casualidad no aparecen en tu TL y no les das Like ya no te van a aparecer. O sea son invisibles porque según la app a falta de likes ""no te interesa"" aunque no lo hayas visto porque fue una publicación d hace días",non-sexist,2021
5158,Buenísimo texto de Nancy Fraser filósofa y profesora del The New School de Nueva York. Lo disfruté un montón,non-sexist,2021
5159,Yo ya no teletrabajo ni un puto día más. Se acaba mi horario y ahí te quedas con tus movidas. Porque encima te echan en cara que teletrabajes dos putos días a la semana.,non-sexist,2021
5160,He decidido bloquear a toda la escoria y mierda de esta red social. Si os dejó de seguir o bloqueo es porque habeis soltado alguna estupidez muy gorda de Sam o fla.,non-sexist,2021
5161,"Eso es mentira. Es un actor MUY CONOCIDO, pagado para hacer el paripé y decir que las vacunas no son peligrosas... PORQUE TODO EL MUNDO SABE QUE LAS VACUNAS SON LA MANERA EN QUE NOS QUIEREN CONTROLAR. Y MATAR. Y ROBAR. E INSULTAR. Y SODOMIZAR. Dirán.",non-sexist,2021
5162,"literal jajajjaja sé que esta segunda expo está mal y ya no quiero escuchar, pero la otra chica de mi grupo la hace largaaa. Mana, ya apágate, quiero que la profe nos mande a la mrd y que todo se acabe pf",non-sexist,2021
5164,Una escoria menos en el mundo,non-sexist,2021
5165,Hoy me pararon los mismo. Un bebé y mi esposa embarazada...,non-sexist,2021
5166,— Ah... Lillith... ¿Sigues ahí?Alzó débilmente una mano tratando de encontrar a la chica.,non-sexist,2021
5167,"Putos fachas borregos! Lo único que hizo Franco es asesinar a niños, mujeres y ancianos sin compasión. Destrozar familias enteras y enterrarlas en las cunetas. Os llegará el día que lo pagaréis todo el daño causado. Putos fachas!",non-sexist,2021
5168,"Esperemos que en la final pongan a un grupo de arbitros con la altura de lo que merece dicha final, no vayan a comenter el error de poner algo como las semifinales, muchos pensamos que no debieron usar a la MLS para terminar el torneo esperemos que no se quiera usar a su favor",non-sexist,2021
5169,Le deseo todo lo mejor. Us es una mujer que se nota es muy inteligente. Pero no permita que se le infiltre gente del PAC en su partido. Si no ud misma se pondrá la soga al cuello como política...,non-sexist,2021
5170,Cuando estas embarazada ya sos madre...,non-sexist,2021
5171,"ÚLTIMAHORA PAN, PRI y PRD anuncian coalición 'Va por México’ para elecciones de 2021Dicha coalición abandera las causas sociales, la defensa del empleo, el apoyo a las pequeñas y medianas empresas y la erradicación de la violencia contra las mujeres.",non-sexist,2021
5172,Como esa vez que hubo desfile de profesiones en el grado de mi hermano y una niña llegó disfrazada DE POLLO.,non-sexist,2021
5173,"Hablando de bodas, enero es un mes ideal para casarse, ¿verdad , ? ¿Confirmamos boda lagartoña?",non-sexist,2021
5174,"Jajaja, si desde ahorita ya hay gente en facebbok shippeándolos, va a arder Troya bien bonito.Y de ésa morra. Uff es una joyita. A mí lo que me enchila es la gente que viene a decirle a la otra qué hacer o lo que le tiene qué gustar, y todo desde su postura moralina/mojigata.",non-sexist,2021
5175,Más bien que somos un pueblo gilipollas que se deja sodomizar por psicópatas repugnantes.,non-sexist,2021
5176,Cómo se nota que nunca en su re putísima vida laburó. Es re facil hablar de laburo barato cuando lo único que haces es vivir de rentas de tus terrenos que NI compraste porque se los sacaste a tu ex mujer por el divorcio. Con razón tu hija no te quería y decia que te odiaba,non-sexist,2021
5177,a fea estooy jajajajakajaja me la suda,non-sexist,2021
5178,"HuboUnAntes ¿Sabías que en Cuba, entre los años 20 y 40, del siglo pasado se realizaron tres congresos feministas? Hilo 2028EstáMuyLejosPorRefugiosEnCubaYaSeVaACaerYoSíTeCreoenCubaYoSíTeCreoMeTooNiUnaMenosLeyIntegralContralaViolenciadeGéneroSeráLeyenCuba",non-sexist,2021
5179,"Oh, si no sabés el poder que tiene al oratoria, es que no entendiste nada, Cicerón te mira con gran sonrisa. El arte de la oratoria es persuadir con la palabra, si la oratoria no es buena, fracaso. Bragueta estrecha, mal que te pese, no como polenta. Bobo.",non-sexist,2021
5180,"Una monja embarazada que salto de un carro en movimiento, never forget",non-sexist,2021
5181,"Con la existencia de Felipe VI, cualquier persona medianamente inteligente llegaría a la conclusión de que el la igualdad entre españoles no existe.",non-sexist,2021
5182,"FDIM Conmemoramos el 75° años de lucha constante por la Paz, la solidaridad mundial y los Derechos de las Mujeres.",non-sexist,2021
5183,Deberían decir que el permiso es para visitar a adultos mayores sobre 75años!!!!! Por ley adulto mayor es sobre 60 años las mujeres y 65 los hombres!!!! Quise visitar a mi mamá que tiene 70 años y no lo pude hacer!!!!!,non-sexist,2021
5184,"Amigo! Nada aguitado compadre, si lo estaría si mi equipo costara un chingo de dinero y jugaran una chingada. Espero que el Vasco evite esos rídiculos, mínimo que no te vuelvan a sodomizar en tu cancha compa.",non-sexist,2021
5185,chicas igual podemos casarnos entre más de una eh,non-sexist,2021
5186,Hola borracho espurio y ratero y asesino escoria vende patria que hases a que te dedicas,non-sexist,2021
5187,". controló el incendio de una motocicleta en la Autopista con 66 sur ésta tardeSin personas lesionadas, el vehículo pertenecía a una mujer",non-sexist,2021
5188,"BalanceConSentiido2020 El especial VocesFeministas de la segunda ola en Colombia, también incluyó la historia de Olga Amparo Sánchez, coordinadora de la Casa de la Mujer:",non-sexist,2021
5189,"Aquí matan periodistas, mujeres, niños, vaya hasta gobernadores mandan asesinar",non-sexist,2021
5190,"Que realmente volvi a ser yo, no tengo que refugiarme en nadie, igual me caen mal todas las mujeres. Pero bueno, por suerte me va bien en todo lo que me propongo y cada día tengo más ganas de comerme el mundo, las personas que sw fueron de mi vida fueron etapas y que si hoy ya no",non-sexist,2021
5191,"El caso venezolano no es muy distinto. La censura, la discriminación con sesgo ideológico, las persecuciones y la violación de nuestros derechos siguen siendo el día a día en nuestro panorama noticioso.",non-sexist,2021
5192,dios esa chica me representaba JAJAJAJA,non-sexist,2021
5193,Lees El segundo párrafo y querés arrancar a los sopapos,non-sexist,2021
5194,"claro...también es mejor psicológicamente para la mujer, pero a la élite no le produce dividendo, y los abortos les dejara grandes ganancias...y bueno los borregos caminan al matadero de una forma muy obediente y de´ñapa los aplauden...",non-sexist,2021
5195,Jajajhha ya voy a comprar..,non-sexist,2021
5196,"Señorita, no la sigo, pero me apareció un par de tweets suyo, y no pude evitar ver que puso ""Lisencia"" en ellos.Como twitter es servicio, le cuento, es ""LICENCIA"" Se lo digo porque soy medio buena gente y también medio hdp. Que tenga una buena licencia.",non-sexist,2021
5197,¡NO TENGAS MIEDO! NO ESTÁS SOLA.DENUNCIA7749-6863 126 SOS Mujer 2654-4132 UNI mujer ODAC Morazán911 198 Estamos para ayudarte PorTíPorMíPorTodasJusticia YoSiTeCreo NoEsNo,non-sexist,2021
5198,"""No vayas a la cancha, no es de piba"" ""esa ropa no es para vos"" ""sos re marimacho""Recuerdo que todo el tiempo me decía eso. Un día, una amiga puso en su casa ""Sign of the times"" y ese chico me resultaba conocido",non-sexist,2021
5199,No me voy a quedar embarazada (?),non-sexist,2021
5200,"Es un tema que no es de relevancia al ser lo mínimo que deben de hacer, lo relevante es mostrar todo lo malo como la mala antención médica en general, cáncer, mujeres, violencia, acoso de las autoridades y los monos de morena, mal manejo de economía, su familia corrupta.",non-sexist,2021
5201,Me da risa cuando estaba soltero ni los sancudos me picaban la brisa me esquivaba ni las señoras me veían y ahora que tengo a mi novia los sancudos me pican la brisa me tambAlea y las señoras me sonríen y las señoritas se tocan el cabello que cosas no ironías de la Vida,non-sexist,2021
5202,Bueno al final si es verdad que Kimberly loaiza está embarazada,non-sexist,2021
5203,Son todos unos hipócritas ! Yo no veo nada de victimismo en lo que dijo samira vamos,non-sexist,2021
5204,Me doy cuenta de que he vuelto a dejar la cocina hecha una mierda y no he estudiado nada. Me pongo a recoger y se me cae la harina en el suelo. Genial. Ponte a barrer silvia. Termino de fregar y limpiar la cocina y me suena la alarma,non-sexist,2021
5205,"Wey y siii jajajajaja pasa las veces que tienen que pasar todas las mujeres Rojas, hasta 4 veces seguidas pasa ella para asegurar puntos por que todos ahí saben que no más calientan bancas y cuando ella pasa pues pierde 1 punto en 5 pasadas y se salva la semana",non-sexist,2021
5206,Justo ahora me parece atractiva la idea... Ayuda,non-sexist,2021
5207,"YoSíTeCreo emitió un comunicado en el que ""las federadas desde los 14 años de edad y cotizantes de la FMC"" pertenecientes la plataforma feminista rechazan ""la participación de la organización y el uso de su estandarte en un acto de repudio",non-sexist,2021
5208,"MARK• el mayor de la clase, tronó 3ro de primaria pq le dió varicela por medio año y nunca llevó excusa• se sienta en recreo con los de 11• se ríe en clases y cuando el profe le pedía compartir el chiste LO CONTABA• le iba como el culo en todo menos en Inglés",non-sexist,2021
5209,"Piensa | la poesía ha sido la vía para exponer los sentimientos, las emociones y los recuerdos de una persona a manera, así como lo hace Juana Peñate, una mujer poeta que, con sus escritos, habla de sus raíces. Te invitamos a conocer su obra",non-sexist,2021
5210,Me agrada leer esto. No creo que sea tanto una debilidad de los Partidos sino una deformación de la (falta de) cultura política desde la formación inicial en la primaria. Hay una inhibición en la generación reprimida de los 80s que ha deprimido a la de los 90s,non-sexist,2021
5211,Hasta la puntísima de la polla,non-sexist,2021
5212,"Formales, y la primaria la empecé en un colegio particular que puso como condición que no salía del colegio hasta que tenga la partida. Eso ya no se podría dar en estos días. A diferencia de tus niños yo no tenía otra nacionalidad para poder asistir al colegio .",non-sexist,2021
5213,No hace ni falta esparcir noticias sabiendo la de lerdos que se dejan sodomizar en este país.,non-sexist,2021
5214,"Si te haces la prueba antes de que pasen 30 días, seguiras saliendo positiva. Es mejor esperar. Pero tu ya puedes salir y estar con otros sin riesgo a contagiar y con muy poca posibilidad de recontagio. En la página oficial de covid19 viene todo esto y más respuestas a tus dudas",non-sexist,2021
5215,"El viernes no sé, pero mañana tiene pinta de que en el examen me van a dar por culo",non-sexist,2021
5216,Vendes pack turca?,non-sexist,2021
5217,Seguramente es por violar el toque de queda que se ve en el video jeje fuera de bromas creo que aun falta mucho por pulir la IA del juego,non-sexist,2021
5218,Si señor nadie sabe la situación de estas mujeres para llegar a esto nosotros siempre juzgamos sin conocer los problemas de la de más personas toda acción que uno haga siempre tiene porqué le deseo un buen día sr,non-sexist,2021
5219,"Una maravilla. La señorita Cora canta como los ángeles, y tus efectos... Ha sido todo perfecto.",non-sexist,2021
5220,"¡ EL COMPROMISO DE HACER MEJOR !Hoy se celebra el día Internacional de Voluntariado, es por ello que quiero saludar muy afectuosamente a todos los hombres y mujeres, que forman parte de las ONG's de la Provincia, que trabajan en la emergencia.",non-sexist,2021
5221,"puede subir lo q quiera y si lo sube aunque sea viejo es xq hoy es un dia importante para las mujeres de latinoamerica,en argentina se legalizo y estan simpatizando con (en este caso) las de chile para q sigan siendo fuertes para conseguir la ley",non-sexist,2021
5222,"¿Y el hecho de que Caballero votara por Petro hace 2 años lo excusa de la forma pedante con la que intentó demeritar la posición politica de Margarita y Gustavo Bolivar recurriendo a reducirlos a ""Actriz y Ex-Reina"" y ""Escritor de Sin Tetas No Hay Paraiso?",non-sexist,2021
5223,"es que eres una mujer multiple, bendiciones Jessica",non-sexist,2021
5224,YoSiTeCreo qué triste y qué nefasto este tipo abusando de su poder GabrielVallejoZeron,non-sexist,2021
5225,"soy super Dino, no me hablen chica/os alejense de mi, no ven que tengo problemas?? asustense. dejenme ser como soy!! mamá no es una etapa, naci, soy y morire Dino para toda la vida! soy super edgy me delinio oseaaa soy super Dino quieres que sea tu Danonino edgy?? lo sere!",non-sexist,2021
5226,"Eres un sol de persona, el mundo merece más gente como tú y menos de esas que atacan sin pensar, muchas gracias",non-sexist,2021
5227,Gol tuneado. Bajito. Musica al palo. Macho pito chico al volante. Mujer de acompañante. Niño pequeño haciendo de airbag. Tipica escena del conurbano.,non-sexist,2021
5228,"Todas las malas caracteristicas que tenemos los sudamericanos proviene de la genetica española, ya que mandaban a sus mejores personas a matar, robar, sodomizar, etc. Que venga un wn a tratar de muertos de hambre? Que mire en el espejo porq son lo que son gracias a nosotros.",non-sexist,2021
5229,"Hoy me dijeron esto: “como es que andas tan feliz si acabas de terminar con tu novio”Mi respuesta: “ya lloré lo que tenía que llorar y el mundo no se acaba por un hombre, ¿esperas que ande en depresión por eso? Duramos dos años pero si no se dio, no se dio... ¿Estuve bien?",non-sexist,2021
5230,"A mi me molestaban x ser flaco, a otros por ser gordo, moreno, chico o blanco... Ahora una opinión no te la tomas personal si no va dirigida para ti y menos para utilizarlo con un patético victimismo... conmigo no te va a servir y menos a tu gente.",non-sexist,2021
5231,¡Hoy Sábado también hay Jamming 21.30h&gt;&gt; a reírte al con el mejor Teatro de impro en MadridCon +2Millones de espectadores!,non-sexist,2021
5232,"Tenga presente q si usted es hombre y planea pintarse el cabello de rubio (ya que esta tan de moda), hágase primero un estudio digital para ver qué tan opcionado es a verse bien, no se ponga a probar, eso no se le ve bien a todo el mundo.Puede que quede como un reverendo ñero.",non-sexist,2021
5233,"Les deseo a todos mis chicas Kunnuel una muy feliz navidad... Aunque es un año diferente, nos dió oportunidad de conocernos...las quiero de aquí a la y de regreso... Les deseo lo más bonito del mundo pues se merecen la circunferencia del en cosas hermosas",non-sexist,2021
5234,"Ánimo raspi mientras tu estés bien el día 4 esta ahí mismo y tienes una oportunidad de dejar de fumar, la putada es fregar a mano, fíjate yo no tengo que lavavajillas",non-sexist,2021
5235,Celebro la designación de como candidata a la gubernatura de Zacatecas. Es una mujer brillante.VaPorMéxicoVaPorZacatecas,non-sexist,2021
5236,"Es que a Daniel Coronell no le da ni pena tapar la tendencia 1, se nota que le dolió mucho no ser el 1, ese ""casi"" es como cuando dicen que una mujer está ""medio"" embarazada",non-sexist,2021
5237,"Cuando se quejen de sus parejas tipo: ""Es que los hombres, es que las mujeres..."" No generalicen, porque ni todos los hombres son iguales ni todas las mujeres. Los demás no tienen la culpa de tus errores al elegir pareja o amistades.",non-sexist,2021
5238,Y que culpa tiene el Gobierno? Si fueron los globoludxs los que empezaron a violar la cuarentena. La culpa de los contagios es de los irresponsables que no respetan los protocolos,non-sexist,2021
5239,me cancelaron un envio de un equipo y en vez de devolverme el dinero se pagaron la boleta que aun no vencía y lo peor que al exigir una explicación las señoritas del call center me cortan la llamada exigo una explicación d lo que sucedió,non-sexist,2021
5240,"EL HOMBRE SE TRANSFORMA EN UN ESCÁNDALO, LO NECESITA PARA AUMENTAR SU EGO, PODER, FALTA DE REPETO Y + VIRTUDES - ESE NO ES EL MENSAJE DE ESE NIÑO QUE NACIÓ EN UN PESEBRE...SI EN REALIDAD LA NAVIDAD ES UN RECORDATORIO DE ESE NACIMIENTO HUMILDE Y EN PAZ, SEGúN EL LIBRO DE CUENTO.",non-sexist,2021
5241,"Hay discusiones acaloradas donde se pueden decir cosas de las que luego la gente se arrepiente, sean hombres o mujeres.Por eso el contexto siempre es importante.En el reino de la fantasía progre todos somos buenos y no hay que tolerar nada, pero el mundo real no es así.",non-sexist,2021
5242,Un sociólogo catarí enseña en un vídeo cómo hay que golpear a las mujeres según el Islam a través de,sexist,2021
5243,"Ernesto no se debe asumir que en la violencia ambos son responsables, la verdad es que las mujeres víctimas no son responsables de lo que sufren y las víctimas ni siquiera saben que tan profundo es el daño, la conciliación debe quedar fuera en este caso",sexist,2021
5244,"No he visto yo al feminismo este de chichinabo quemar las calles porque las mujeres arreen mayoritariamente con las tareas domésticas. Sí, las calles deberían arder por esto, si no fuera por lo absolutamente naturalizado que lo tenéis. MaAMaaa, dame más tuppers!",sexist,2021
5245,no mames otra con las celulas de esperma ._. que asco de hembrismo y hasta que se le ve la pincche cara de loca xD necesita terapia esa mina que hasta medio miedo,sexist,2021
5246,"Peligrosísima! Alerta! Una mujer que se rebela! Hay que doblegarla como sea, que le quede claro que no hay otra opción que ser sumisa y obediente.",sexist,2021
5247,chicas cual es el mansplaining mas q os han hecho/intentado hacer? el mio fue cuando subi un meme de evangelion a las stories y un tio me dijo que me podía explicar el final pq estaba estudiando psicología,sexist,2021
5248,Mujer al volante. Peligro constante.,sexist,2021
5249,No Arzu! si lo que le dijiste de que era una niñata estaba correctísimo CennetNova1Dic,sexist,2021
5250,AAAA GOLFA HIJA DE PUTA LA COMCHQ DE TU HERMANA ELEANOR,sexist,2021
5251,"Mi ex jefe me tiene guardada como ""chavela feminazi"" JAJAJAJAJAJAJAJA",sexist,2021
5252,MUJERES Y DEPORTE“Las categorías deportivas separadas son necesarias para garantizar que las mujeres y las niñas no tengan que enfrentarse a competidores que hayan adquirido los efectos irreversibles de mejora del rendimiento”. No hay igualdad si hay superioridad anatómica clara,sexist,2021
